relpath,openmp_line_num,label_is_parallelizable,label_is_icc_parallelized,label_is_omp_parallelized,dynamic_loop_abs_time,dynamic_loop_abs_time_self,dynamic_loop_app_frac_time,dynamic_loop_app_frac_time_self,dynamic_loop_avg_iter_num,dynamic_loop_entries_num,dynamic_loop_exits_num,dynamic_loop_max_iter_num,dynamic_loop_min_iter_num,static_critical_payload_anti_dependencies_number,static_critical_payload_branch_count,static_critical_payload_branch_fraction,static_critical_payload_call_count,static_critical_payload_call_fraction,static_critical_payload_cntl_dependencies_number,static_critical_payload_conf_dependencies_number,static_critical_payload_cross_dependencies_number,static_critical_payload_getelemptr_count,static_critical_payload_getelemptr_fraction,static_critical_payload_mem_cohesion,static_critical_payload_mem_dependencies_number,static_critical_payload_mem_read_count,static_critical_payload_mem_read_fraction,static_critical_payload_mem_write_count,static_critical_payload_mem_write_fraction,static_critical_payload_non_cf_cohesion,static_critical_payload_output_dependencies_number,static_critical_payload_reg_dependencies_number,static_critical_payload_total_cohesion,static_critical_payload_total_dependencies_number,static_critical_payload_true_dependencies_number,static_iterator_anti_dependencies_number,static_iterator_branch_count,static_iterator_branch_fraction,static_iterator_call_count,static_iterator_call_fraction,static_iterator_cntl_dependencies_number,static_iterator_conf_dependencies_number,static_iterator_cross_dependencies_number,static_iterator_getelemptr_count,static_iterator_getelemptr_fraction,static_iterator_mem_dependencies_number,static_iterator_mem_read_count,static_iterator_mem_read_fraction,static_iterator_mem_write_count,static_iterator_mem_write_fraction,static_iterator_output_dependencies_number,static_iterator_payload_mem_cohesion,static_iterator_payload_non_cf_cohesion,static_iterator_payload_total_cohesion,static_iterator_reg_dependencies_number,static_iterator_total_dependencies_number,static_iterator_true_dependencies_number,static_loop_absolute_size,static_loop_critical_payload_fraction,static_loop_depth,static_loop_inner_loop_num,static_loop_iterator_size,static_loop_payload_fraction,static_loop_proper_sccs_ddg_number,static_loop_proper_sccs_ddg_number_diff,static_loop_proper_sccs_mdg_number,static_loop_proper_sccs_number,static_loop_proper_sccs_number_diff,static_payload_anti_dependencies_number,static_payload_branch_count,static_payload_branch_fraction,static_payload_call_count,static_payload_call_fraction,static_payload_cntl_dependencies_number,static_payload_conf_dependencies_number,static_payload_cross_dependencies_number,static_payload_getelemptr_count,static_payload_getelemptr_fraction,static_payload_mem_dependencies_number,static_payload_mem_read_count,static_payload_mem_read_fraction,static_payload_mem_write_count,static_payload_mem_write_fraction,static_payload_output_dependencies_number,static_payload_reg_dependencies_number,static_payload_total_dependencies_number,static_payload_true_dependencies_number
BT/src/x_solve.c,388,0,0,0,17741485989,17741485989,2.5,2.5,5,1015050000,1015050000,5,5,0,0,0.25,0,0.0,2,0,0,0,0.0,0.0,2,1,0.3333,1,0.3333,0.07692,1,2,0.07692,4,3,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.02247,0.4719,4,8,4,44,0.075,5,0,4,0.9091,1,1,0,1,1,0,2,0.05,0,0.0,0,0,0,16,0.4,2,3,0.075,1,0.025,1,37,39,38
BT/src/y_solve.c,71,0,0,1,216880002789,1843258,30.9,0.0,100,201,201,100,100,0,7,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,1,0.03125,0,0.0,0.060779999999999994,0,32,0.4837,64,32,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.008365000000000001,0.009704,6,12,6,2539,0.012629999999999999,1,7,6,0.9976,8,1,0,7,0,130,30,0.01184,8,0.0031579999999999998,2550,0,0,1058,0.4177,628,406,0.1603,139,0.05488,133,2729,5907,3094
BT/src/y_solve.c,72,0,0,0,216878159531,420214305,30.9,0.1,100,20100,20100,100,100,0,6,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.05355,0,26,0.4759,52,26,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.008465,0.021159999999999998,6,12,6,2530,0.0103,2,6,6,0.9976,7,1,0,6,0,134,26,0.0103,8,0.00317,2469,0,0,1058,0.4192,628,405,0.1605,139,0.05507000000000001,133,2673,5770,3034
BT/src/y_solve.c,73,1,1,0,31996201359,31996201359,4.6,4.6,102,2010000,2010000,102,102,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.05632,0.5156,4,8,4,738,0.0,3,0,4,0.9946,1,1,0,0,0,29,2,0.002725,0,0.0,0,0,0,306,0.4169,87,110,0.1499,53,0.07221,53,679,766,684
BT/src/y_solve.c,152,1,1,0,38156152927,38156152927,5.4,5.4,100,2010000,2010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.05621,0.5073,5,10,5,1610,0.0,3,0,5,0.9969,1,1,0,0,0,33,2,0.0012460000000000001,0,0.0,0,0,0,675,0.4206,217,284,0.1769,77,0.04798,77,1526,1743,1633
BT/src/y_solve.c,340,0,0,0,105767514869,2841920599,15.1,0.4,100,2010000,2010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.07627,0.5169,5,10,5,57,0.0,3,0,5,0.9123,1,1,0,0,0,0,2,0.03846,3,0.05769,0,0,0,30,0.5769,0,3,0.05769,3,0.05769,0,47,47,47
BT/src/y_solve.c,383,0,0,0,38172446634,21344384933,5.4,3.0,101,2010000,2010000,101,101,0,2,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.047619999999999996,0,8,0.4571,16,8,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03252,0.0813,4,8,4,58,0.1481,3,2,4,0.9309999999999999,3,1,0,2,0,0,10,0.1852,0,0.0,54,0,0,16,0.2963,1,3,0.055560000000000005,1,0.01852,1,50,105,50
BT/src/y_solve.c,384,1,1,0,418266502,201873697,0.1,0.0,5,2010000,2010000,5,5,0,1,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.02273,0,4,0.4773,8,4,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.028569999999999998,0.08571000000000001,4,8,4,51,0.08511,4,1,4,0.9216,2,1,0,1,0,0,6,0.1277,0,0.0,44,0,0,16,0.3404,1,3,0.06383,1,0.02128,1,43,88,43
BT/src/y_solve.c,385,0,0,0,16626188004,16626188004,2.4,2.4,5,1015050000,1015050000,5,5,0,0,0.25,0,0.0,2,0,0,0,0.0,0.0,2,1,0.3333,1,0.3333,0.07692,1,2,0.07692,4,3,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.02247,0.4719,4,8,4,44,0.075,5,0,4,0.9091,1,1,0,1,1,0,2,0.05,0,0.0,0,0,0,16,0.4,2,3,0.075,1,0.025,1,37,39,38
BT/src/z_solve.c,71,0,0,1,219536288064,2951274,31.3,0.0,100,201,201,100,100,0,7,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,1,0.03125,0,0.0,0.06071,0,32,0.4837,64,32,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.008357,0.009694,6,12,6,2542,0.012620000000000001,1,7,6,0.9976,8,1,0,7,0,238,30,0.01183,8,0.0031550000000000003,2553,0,0,1058,0.4172,628,407,0.1605,139,0.054810000000000005,133,2732,5913,2989
BT/src/z_solve.c,72,0,0,0,219533336790,439598270,31.3,0.1,100,20100,20100,100,100,0,6,0.1667,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.053489999999999996,0,26,0.47600000000000003,52,26,0,1,0.1667,0,0.0,6,0,0,0,0.0,0,1,0.1667,0,0.0,0,0.0,0.008456,0.02097,6,12,6,2533,0.01029,2,6,6,0.9976,7,1,0,6,0,238,26,0.01029,8,0.003166,2473,0,0,1058,0.4187,628,406,0.1607,139,0.05501,133,2676,5777,2933
BT/src/z_solve.c,73,1,1,0,33440316259,33440316259,4.8,4.8,102,2010000,2010000,102,102,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.05604,0.5156,4,8,4,742,0.0,3,0,4,0.9946,1,1,0,0,0,17,2,0.00271,0,0.0,0,0,0,307,0.41600000000000004,87,111,0.1504,53,0.07182000000000001,53,683,770,700
BT/src/z_solve.c,153,1,1,0,40820665800,40820665800,5.8,5.8,100,2010000,2010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.05621,0.5073,5,10,5,1610,0.0,3,0,5,0.9969,1,1,0,0,0,46,2,0.0012460000000000001,0,0.0,0,0,0,675,0.4206,217,284,0.1769,77,0.04798,77,1526,1743,1620
BT/src/z_solve.c,345,0,0,0,103833453770,2843022933,14.8,0.4,100,2010000,2010000,100,100,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.07627,0.5169,5,10,5,57,0.0,3,0,5,0.9123,1,1,0,0,0,0,2,0.03846,3,0.05769,0,0,0,30,0.5769,0,3,0.05769,3,0.05769,0,47,47,47
BT/src/z_solve.c,397,0,0,0,38703431338,20323703198,5.5,2.9,101,2010000,2010000,101,101,0,2,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.047619999999999996,0,8,0.4571,16,8,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.03252,0.0813,4,8,4,58,0.1481,3,2,4,0.9309999999999999,3,1,0,2,0,0,10,0.1852,0,0.0,54,0,0,16,0.2963,1,3,0.055560000000000005,1,0.01852,1,50,105,50
BT/src/z_solve.c,398,1,1,0,487558032,229983356,0.1,0.0,5,2010000,2010000,5,5,0,1,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.02273,0,4,0.4773,8,4,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.028569999999999998,0.08571000000000001,4,8,4,51,0.08511,4,1,4,0.9216,2,1,0,1,0,0,6,0.1277,0,0.0,44,0,0,16,0.3404,1,3,0.06383,1,0.02128,1,43,88,43
BT/src/z_solve.c,399,0,0,0,18149744784,18149744784,2.6,2.6,5,1015050000,1015050000,5,5,0,0,0.25,0,0.0,2,0,0,0,0.0,0.0,2,1,0.3333,1,0.3333,0.07692,1,2,0.07692,4,3,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.02247,0.4719,4,8,4,44,0.075,5,0,4,0.9091,1,1,0,1,1,0,2,0.05,0,0.0,0,0,0,16,0.4,2,3,0.075,1,0.025,1,37,39,38
CG/src/cg.c,157,0,0,0,6954,6893,0.0,0.0,3,1,1,3,3,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.08333,0.3333,4,8,4,7,0.0,1,0,4,0.4286,1,1,0,0,0,0,2,0.6667,1,0.3333,0,0,0,0,0.0,0,1,0.3333,1,0.3333,0,0,0,0
CG/src/cg.c,243,1,1,1,70324186,8615,0.0,0.0,75000,1,1,75000,75000,0,1,0.125,0,0.0,0,0,0,1,0.125,0.0,0,1,0.125,0,0.0,0.07692,0,8,0.3333,16,8,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.028569999999999998,0.2143,8,16,8,32,0.3333,1,1,8,0.75,2,1,0,1,0,0,6,0.25,0,0.0,18,0,0,4,0.1667,1,4,0.1667,1,0.04167,1,20,39,20
CG/src/cg.c,253,1,1,1,817412,817412,0.0,0.0,75001,1,1,75001,75001,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0625,0.375,4,8,4,9,0.0,1,0,4,0.5556,1,1,0,0,0,0,2,0.4,0,0.0,0,0,0,1,0.2,0,0,0.0,1,0.2,0,2,2,2
CG/src/cg.c,257,1,1,1,2362169,2362169,0.0,0.0,75000,1,1,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.09523999999999999,0.4286,8,16,8,22,0.0,1,0,8,0.6364,1,1,0,0,0,0,2,0.1429,0,0.0,0,0,0,4,0.2857,0,0,0.0,4,0.2857,0,8,8,8
CG/src/cg.c,288,1,1,1,617540,617540,0.0,0.0,75000,1,1,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.1111,0,4,0.1111,4,4,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.06897,0.4138,8,16,8,28,0.2,2,0,8,0.7143,3,3,0,2,2,0,2,0.1,0,0.0,0,0,0,4,0.2,0,4,0.2,0,0.0,0,18,18,18
CG/src/cg.c,299,1,1,1,350840,350840,0.0,0.0,75000,1,1,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.058820000000000004,0.3235,8,16,8,17,0.0,2,0,8,0.5294,1,1,0,0,0,0,2,0.2222,0,0.0,0,0,0,2,0.2222,1,1,0.1111,1,0.1111,1,6,7,6
CG/src/cg.c,309,1,1,1,376007,376007,0.0,0.0,75001,1,1,75001,75001,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0625,0.375,4,8,4,9,0.0,1,0,4,0.5556,1,1,0,0,0,0,2,0.4,0,0.0,0,0,0,1,0.2,0,0,0.0,1,0.2,0,2,2,2
CG/src/cg.c,326,0,0,0,268186471533,3011968,93.2,0.0,75,1,1,75,75,0,2,0.25,0,0.0,0,0,0,0,0.0,0.0,0,4,0.2,0,0.0,0.08929,0,20,0.3125,36,20,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.01266,0.2405,4,8,4,75,0.2817,1,2,4,0.9467,5,3,0,4,2,0,16,0.2254,6,0.08451,51,0,0,6,0.08451,2,18,0.2535,7,0.09859,1,59,112,60
CG/src/cg.c,344,1,1,1,27254162,27254162,0.0,0.0,75000,75,75,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.1111,0,4,0.1111,4,4,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.06897,0.4138,8,16,8,28,0.2,2,0,8,0.7143,3,3,0,2,2,0,2,0.1,0,0.0,0,0,0,4,0.2,0,4,0.2,0,0.0,0,18,18,18
CG/src/cg.c,360,1,1,1,38972403,38972403,0.0,0.0,75000,75,75,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.058820000000000004,0.3235,8,16,8,17,0.0,2,0,8,0.5294,1,1,0,0,0,0,2,0.2222,0,0.0,0,0,0,2,0.2222,1,1,0.1111,1,0.1111,1,6,7,6
CG/src/cg.c,417,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.09091,0.1818,4,8,4,28,0.0,1,0,4,0.8571,1,1,0,0,0,0,7,0.2917,4,0.1667,19,0,0,2,0.08333,0,6,0.25,4,0.1667,0,18,37,18
CG/src/cg.c,463,1,1,1,85516990,85516990,0.0,0.0,75001,76,76,75001,75001,0,0,0.047619999999999996,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.047619999999999996,0,0.0,21,12,0,5,0.2381,12,3,0.1429,3,0.1429,0,0.07246,0.1014,0.1739,22,55,22,26,0.0,1,0,21,0.1923,1,1,0,0,0,0,2,0.4,0,0.0,0,0,0,1,0.2,0,0,0.0,1,0.2,0,2,2,2
CG/src/cg.c,475,1,1,1,48522496,48522496,0.0,0.0,75000,76,76,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.1111,0,2,0.1111,2,2,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.052629999999999996,0.3421,8,16,8,19,0.1818,1,0,8,0.5789,2,2,0,1,1,0,2,0.1818,0,0.0,0,0,0,2,0.1818,0,2,0.1818,0,0.0,0,9,9,9
CG/src/cg.c,484,0,0,0,260906720623,250835105,90.7,0.1,25,76,76,25,25,3,5,0.25,0,0.0,93,79,0,11,0.1146,0.0,93,23,0.2396,4,0.04167,0.04432,4,108,0.1191,287,115,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.09559,4,8,4,133,0.7442,1,5,4,0.9699,9,4,0,2,-3,3,22,0.1705,0,0.0,128,87,0,19,0.1473,101,23,0.1783,4,0.031010000000000003,4,132,361,139
CG/src/cg.c,509,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0.125,0,0.0,2,1,0,1,0.07692,0.053570000000000007,2,2,0.1538,1,0.07692,0.1607,1,13,0.3393,23,13,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.02128,0.05319,0.23399999999999999,8,16,8,39,0.4194,2,1,8,0.7949,3,2,0,2,1,0,6,0.1935,0,0.0,22,5,0,6,0.1935,6,5,0.1613,1,0.032260000000000004,1,28,56,28
CG/src/cg.c,511,1,1,0,257467412891,257467412891,89.5,89.5,182,142500000,142500000,404,27,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.08333,0,2,0.08333,2,2,0,1,0.125,0,0.0,8,0,0,1,0.125,0,1,0.125,0,0.0,0,0.0,0.04545,0.3636,8,16,8,22,0.1429,3,0,8,0.6364,2,2,0,1,1,0,2,0.1429,0,0.0,0,0,0,3,0.2143,0,3,0.2143,0,0.0,0,12,12,12
CG/src/cg.c,559,1,1,1,1218490212,1218490212,0.4,0.4,75000,1900,1900,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.1111,0,2,0.1111,2,2,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.052629999999999996,0.3421,8,16,8,19,0.1818,2,0,8,0.5789,2,2,0,1,1,0,2,0.1818,0,0.0,0,0,0,2,0.1818,0,2,0.1818,0,0.0,0,9,9,9
CG/src/cg.c,573,1,1,1,1261154823,1261154823,0.4,0.4,75000,1900,1900,75000,75000,0,0,0.027780000000000003,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.3333,0,2,0.3333,2,2,0,1,0.027780000000000003,0,0.0,36,13,0,8,0.2222,15,8,0.2222,2,0.055560000000000005,2,0.0,0.0198,0.06931,40,91,40,41,0.4,2,0,36,0.122,2,2,0,1,1,0,2,0.4,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,3,3,3
CG/src/cg.c,593,1,1,1,708827592,708827592,0.2,0.2,75000,1900,1900,75000,75000,0,0,0.052629999999999996,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.052629999999999996,0,0.0,19,3,0,3,0.1579,4,4,0.2105,1,0.052629999999999996,1,0.0,0.0,0.04348,21,44,21,21,0.0,2,0,19,0.09523999999999999,1,1,0,0,0,0,2,1.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
CG/src/cg.c,604,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0.125,0,0.0,1,1,0,1,0.07692,0.05455,1,2,0.1538,1,0.07692,0.1636,0,13,0.3455,22,13,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.021509999999999998,0.05376,0.2366,8,16,8,39,0.4194,1,1,8,0.7949,3,2,0,2,1,0,6,0.1935,0,0.0,22,5,0,6,0.1935,5,5,0.1613,1,0.032260000000000004,0,28,55,28
CG/src/cg.c,606,1,1,0,10472563111,10472563111,3.6,3.6,182,5700000,5700000,404,27,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.08333,0,2,0.08333,2,2,0,1,0.125,0,0.0,8,0,0,1,0.125,0,1,0.125,0,0.0,0,0.0,0.04545,0.3636,8,16,8,22,0.1429,2,0,8,0.6364,2,2,0,1,1,0,2,0.1429,0,0.0,0,0,0,3,0.2143,0,3,0.2143,0,0.0,0,12,12,12
CG/src/cg.c,616,1,1,1,50304160,50304160,0.0,0.0,75000,76,76,75000,75000,0,0,0.125,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.09091,0,2,0.09091,2,2,0,1,0.125,0,0.0,8,0,0,0,0.0,0,2,0.25,0,0.0,0,0.0,0.048780000000000004,0.3415,8,16,8,20,0.1667,1,0,8,0.6,2,2,0,1,1,0,2,0.1667,0,0.0,0,0,0,2,0.1667,0,2,0.1667,0,0.0,0,11,11,11
CG/src/cg.c,700,0,0,0,312535221,2239629,0.1,0.0,75000,1,1,75000,75000,0,0,0.1,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,3,0.1,0,0.0,34,5,0,6,0.2,7,5,0.1667,2,0.06667000000000001,2,0.04425,0.06195,0.2301,34,75,34,49,0.0,1,1,30,0.3878,2,1,0,0,-1,1,6,0.3158,2,0.1053,0,0,0,5,0.2632,3,4,0.2105,4,0.2105,1,9,12,10
CG/src/cg.c,706,1,1,0,15292621,15292621,0.0,0.0,13,75000,75000,14,13,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.07843,0.451,5,10,5,24,0.0,2,0,5,0.7917,1,1,0,0,0,0,2,0.1053,0,0.0,0,1,0,6,0.3158,3,2,0.1053,2,0.1053,2,15,18,15
CG/src/cg.c,767,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0625,0.375,4,8,4,9,0.0,1,0,4,0.5556,1,1,0,0,0,0,2,0.4,0,0.0,0,0,0,1,0.2,0,0,0.0,1,0.2,0,2,2,2
CG/src/cg.c,771,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0.25,0,0.0,6,5,0,6,0.2069,0.0,6,6,0.2069,1,0.034480000000000004,0.0,1,30,0.04412,65,30,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.034089999999999995,0.1364,4,8,4,39,0.8286,1,1,4,0.8974,2,1,0,1,0,0,9,0.2571,0,0.0,32,5,0,6,0.1714,6,6,0.1714,1,0.028569999999999998,1,30,68,30
CG/src/cg.c,772,1,1,0,6471970,1905025,0.0,0.0,75000,1,1,75000,75000,0,0,0.1034,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,3,0.1034,0,0.0,29,5,0,6,0.2069,6,6,0.2069,1,0.034480000000000004,1,0.0,0.0,0.04412,30,65,30,32,0.0,2,0,29,0.09375,1,1,0,0,0,0,3,1.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
CG/src/cg.c,785,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.25,0,0.0,1,0,1,0,0.0,0.0,1,1,0.3333,1,0.3333,0.2727,0,2,0.2727,3,3,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.08571000000000001,0.4571,4,8,4,17,0.2308,1,0,4,0.7647,1,1,0,1,1,0,2,0.1538,0,0.0,0,0,1,3,0.2308,1,2,0.1538,1,0.07692,0,10,11,11
CG/src/cg.c,793,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.2,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.2,0,2,0.2,2,2,0,1,0.2,0,0.0,5,0,0,0,0.0,0,1,0.2,0,0.0,0,0.0,0.04348,0.3478,5,10,5,12,0.2857,1,0,5,0.5833,2,2,0,1,1,0,2,0.2857,0,0.0,0,0,0,1,0.1429,0,1,0.1429,0,0.0,0,5,5,5
CG/src/cg.c,798,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.25,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.25,0,0.0,4,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.08,0.44,4,8,4,13,0.0,1,0,4,0.6923,1,1,0,0,0,0,2,0.2222,0,0.0,0,0,0,2,0.2222,0,1,0.1111,1,0.1111,0,6,6,6
CG/src/cg.c,822,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.08,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,2,0.08,0,0.0,32,12,0,5,0.2,14,3,0.12,3,0.12,2,0.0,0.0,0.0641,27,73,27,30,0.0,1,1,25,0.1667,2,1,0,0,-1,0,5,1.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
CG/src/cg.c,823,1,1,0,214217731,287921,0.1,0.0,75000,1,1,75000,75000,0,0,0.09091,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,1,0.09091,0,0.0,11,1,0,2,0.1818,2,1,0.09091,1,0.09091,1,0.057139999999999996,0.08571000000000001,0.2286,11,24,11,16,0.0,2,0,11,0.3125,1,1,0,0,0,0,2,0.4,0,0.0,0,0,0,1,0.2,1,0,0.0,1,0.2,1,2,3,2
